SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Dona,70 a 79,12/01/2021,Hospitalització,No iniciada,33
Dona,70 a 79,12/01/2021,Crítics,No iniciada,4
Home,70 a 79,12/01/2021,Cas,No iniciada,166
Home,70 a 79,12/01/2021,Defunció,No iniciada,9
Home,70 a 79,12/01/2021,Hospitalització,No iniciada,38
Home,70 a 79,12/01/2021,Crítics,No iniciada,11
Dona,80 o més,12/01/2021,Cas,Parcial,1
Dona,80 o més,12/01/2021,Cas,No iniciada,285
Dona,80 o més,12/01/2021,Hospitalització,No iniciada,50
Dona,80 o més,12/01/2021,Defunció,No iniciada,21
Home,80 o més,12/01/2021,Defunció,No iniciada,35
Home,80 o més,12/01/2021,Cas,No iniciada,107
Home,80 o més,12/01/2021,Hospitalització,No iniciada,55
Home,80 o més,12/01/2021,Cas,Parcial,1
Home,80 o més,12/01/2021,Crítics,No iniciada,3
Home,80 o més,12/01/2021,Hospitalització,Parcial,1
No classificat,No classificat,12/01/2021,Hospitalització,No iniciada,1
No classificat,No classificat,12/01/2021,Cas,No iniciada,112
Dona,0 a 9,11/01/2021,Cas,No iniciada,180
Home,0 a 9,11/01/2021,Cas,No iniciada,196
Dona,10 a 19,11/01/2021,Cas,No iniciada,303
Dona,10 a 19,11/01/2021,Hospitalització,No iniciada,1
Home,10 a 19,11/01/2021,Cas,No iniciada,327
Dona,20 a 29,11/01/2021,Cas,No iniciada,437
Dona,20 a 29,11/01/2021,Hospitalització,No iniciada,5
Home,20 a 29,11/01/2021,Hospitalització,No iniciada,4
Home,20 a 29,11/01/2021,Cas,No iniciada,331
Home,20 a 29,11/01/2021,Crítics,No iniciada,1
Dona,30 a 39,11/01/2021,Cas,No iniciada,422
Dona,30 a 39,11/01/2021,Hospitalització,No iniciada,1
Dona,30 a 39,11/01/2021,Crítics,No iniciada,1
Home,30 a 39,11/01/2021,Hospitalització,No iniciada,3
Home,30 a 39,11/01/2021,Crítics,No iniciada,1
Home,30 a 39,11/01/2021,Cas,No iniciada,343
Dona,40 a 49,11/01/2021,Cas,No iniciada,575
Dona,40 a 49,11/01/2021,Cas,Parcial,1
Dona,40 a 49,11/01/2021,Crítics,No iniciada,3
Dona,40 a 49,11/01/2021,Hospitalització,No iniciada,10
Home,40 a 49,11/01/2021,Cas,No iniciada,499
Home,40 a 49,11/01/2021,Crítics,No iniciada,1
Home,40 a 49,11/01/2021,Hospitalització,No iniciada,6
Dona,50 a 59,11/01/2021,Cas,Parcial,1
Dona,50 a 59,11/01/2021,Cas,No iniciada,543
Dona,50 a 59,11/01/2021,Hospitalització,No iniciada,12
Dona,50 a 59,11/01/2021,Crítics,No iniciada,2
Home,50 a 59,11/01/2021,Crítics,No iniciada,5
Home,50 a 59,11/01/2021,Cas,No iniciada,481
Home,50 a 59,11/01/2021,Defunció,No iniciada,4
Home,50 a 59,11/01/2021,Hospitalització,No iniciada,20
Dona,60 a 69,11/01/2021,Hospitalització,No iniciada,14
Dona,60 a 69,11/01/2021,Defunció,No iniciada,2
Dona,60 a 69,11/01/2021,Crítics,No iniciada,1
Dona,60 a 69,11/01/2021,Cas,No iniciada,328
Home,60 a 69,11/01/2021,Crítics,No iniciada,9
Home,60 a 69,11/01/2021,Defunció,No iniciada,1
Home,60 a 69,11/01/2021,Cas,No iniciada,276
Home,60 a 69,11/01/2021,Hospitalització,No iniciada,35
Dona,70 a 79,11/01/2021,Crítics,No iniciada,6
Dona,70 a 79,11/01/2021,Hospitalització,No iniciada,19
Dona,70 a 79,11/01/2021,Defunció,No iniciada,9
Dona,70 a 79,11/01/2021,Cas,No iniciada,206
Home,70 a 79,11/01/2021,Defunció,No iniciada,13
Home,70 a 79,11/01/2021,Cas,No iniciada,185
Home,70 a 79,11/01/2021,Crítics,No iniciada,10
Home,70 a 79,11/01/2021,Hospitalització,No iniciada,41
Dona,80 o més,11/01/2021,Crítics,No iniciada,1
Dona,80 o més,11/01/2021,Hospitalització,No iniciada,43
Dona,80 o més,11/01/2021,Cas,No iniciada,258
Dona,80 o més,11/01/2021,Defunció,No iniciada,16
Home,80 o més,11/01/2021,Hospitalització,No iniciada,33
Home,80 o més,11/01/2021,Cas,No iniciada,161
Home,80 o més,11/01/2021,Crítics,No iniciada,3
Home,80 o més,11/01/2021,Defunció,No iniciada,21
No classificat,No classificat,11/01/2021,Cas,No iniciada,104
Dona,0 a 9,10/01/2021,Cas,No iniciada,47
Home,0 a 9,10/01/2021,Cas,No iniciada,55
Dona,10 a 19,10/01/2021,Cas,No iniciada,79
Home,10 a 19,10/01/2021,Cas,No iniciada,92
Dona,20 a 29,10/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,10/01/2021,Cas,No iniciada,119
Home,20 a 29,10/01/2021,Cas,No iniciada,124
Home,20 a 29,10/01/2021,Hospitalització,No iniciada,1
Dona,30 a 39,10/01/2021,Cas,No iniciada,153
Dona,30 a 39,10/01/2021,Hospitalització,No iniciada,3
Home,30 a 39,10/01/2021,Cas,No iniciada,130
Home,30 a 39,10/01/2021,Hospitalització,No iniciada,3
Dona,40 a 49,10/01/2021,Defunció,No iniciada,1
Dona,40 a 49,10/01/2021,Crítics,No iniciada,1
Dona,40 a 49,10/01/2021,Hospitalització,No iniciada,3
Dona,40 a 49,10/01/2021,Cas,No iniciada,163
Home,40 a 49,10/01/2021,Defunció,No iniciada,1
Home,40 a 49,10/01/2021,Cas,No iniciada,141
Home,40 a 49,10/01/2021,Hospitalització,No iniciada,7
Dona,50 a 59,10/01/2021,Crítics,No iniciada,3
Dona,50 a 59,10/01/2021,Hospitalització,No iniciada,8
Dona,50 a 59,10/01/2021,Cas,No iniciada,162
Home,50 a 59,10/01/2021,Cas,No iniciada,142
Home,50 a 59,10/01/2021,Hospitalització,No iniciada,14
Home,50 a 59,10/01/2021,Crítics,No iniciada,4
Dona,60 a 69,10/01/2021,Crítics,No iniciada,1
Dona,60 a 69,10/01/2021,Hospitalització,No iniciada,10
Dona,60 a 69,10/01/2021,Cas,No iniciada,89
Home,60 a 69,10/01/2021,Defunció,No iniciada,4
Home,60 a 69,10/01/2021,Hospitalització,No iniciada,19
Home,60 a 69,10/01/2021,Crítics,No iniciada,4
Home,60 a 69,10/01/2021,Cas,No iniciada,80
Dona,70 a 79,10/01/2021,Crítics,No iniciada,3
Dona,70 a 79,10/01/2021,Cas,No iniciada,61
Dona,70 a 79,10/01/2021,Hospitalització,No iniciada,10
Dona,70 a 79,10/01/2021,Defunció,No iniciada,3
Home,70 a 79,10/01/2021,Cas,No iniciada,69
Home,70 a 79,10/01/2021,Crítics,No iniciada,11
Home,70 a 79,10/01/2021,Hospitalització,No iniciada,20
Home,70 a 79,10/01/2021,Defunció,No iniciada,3
Dona,80 o més,10/01/2021,Defunció,No iniciada,26
Dona,80 o més,10/01/2021,Crítics,No iniciada,1
Dona,80 o més,10/01/2021,Cas,No iniciada,90
Dona,80 o més,10/01/2021,Hospitalització,No iniciada,31
Home,80 o més,10/01/2021,Hospitalització,No iniciada,22
Home,80 o més,10/01/2021,Crítics,No iniciada,1
Home,80 o més,10/01/2021,Defunció,No iniciada,24
Home,80 o més,10/01/2021,Cas,No iniciada,46
No classificat,No classificat,10/01/2021,Cas,No iniciada,33
Dona,0 a 9,09/01/2021,Cas,No iniciada,54
Home,0 a 9,09/01/2021,Hospitalització,No iniciada,1
Home,0 a 9,09/01/2021,Cas,No iniciada,66
Dona,10 a 19,09/01/2021,Hospitalització,No iniciada,1
Dona,10 a 19,09/01/2021,Cas,No iniciada,114
Home,10 a 19,09/01/2021,Cas,No iniciada,98
Dona,20 a 29,09/01/2021,Cas,No iniciada,164
Dona,20 a 29,09/01/2021,Hospitalització,No iniciada,4
Home,20 a 29,09/01/2021,Hospitalització,No iniciada,2
Home,20 a 29,09/01/2021,Cas,No iniciada,129
Dona,30 a 39,09/01/2021,Hospitalització,No iniciada,5
Dona,30 a 39,09/01/2021,Cas,No iniciada,148
Home,30 a 39,09/01/2021,Cas,No iniciada,124
Home,30 a 39,09/01/2021,Crítics,No iniciada,1
Home,30 a 39,09/01/2021,Hospitalització,No iniciada,8
Dona,40 a 49,09/01/2021,Crítics,No iniciada,2
Dona,40 a 49,09/01/2021,Hospitalització,No iniciada,17
Dona,40 a 49,09/01/2021,Defunció,No iniciada,1
Dona,40 a 49,09/01/2021,Cas,No iniciada,204
Home,40 a 49,09/01/2021,Crítics,No iniciada,5
Home,40 a 49,09/01/2021,Cas,No iniciada,184
Home,40 a 49,09/01/2021,Hospitalització,No iniciada,34
Dona,50 a 59,09/01/2021,Cas,No iniciada,157
Dona,50 a 59,09/01/2021,Hospitalització,No iniciada,17
Dona,50 a 59,09/01/2021,Crítics,No iniciada,2
Home,50 a 59,09/01/2021,Hospitalització,No iniciada,36
Home,50 a 59,09/01/2021,Defunció,No iniciada,1
Home,50 a 59,09/01/2021,Crítics,No iniciada,8
Home,50 a 59,09/01/2021,Cas,No iniciada,158
Dona,60 a 69,09/01/2021,Defunció,No iniciada,2
Dona,60 a 69,09/01/2021,Crítics,No iniciada,8
Dona,60 a 69,09/01/2021,Cas,No iniciada,99
Dona,60 a 69,09/01/2021,Hospitalització,No iniciada,23
Home,60 a 69,09/01/2021,Defunció,No iniciada,3
Home,60 a 69,09/01/2021,Crítics,No iniciada,17
Home,60 a 69,09/01/2021,Hospitalització,No iniciada,45
Home,60 a 69,09/01/2021,Cas,No iniciada,85
Dona,70 a 79,09/01/2021,Cas,No iniciada,68
Dona,70 a 79,09/01/2021,Crítics,No iniciada,4
Dona,70 a 79,09/01/2021,Defunció,No iniciada,4
Dona,70 a 79,09/01/2021,Hospitalització,No iniciada,41
Home,70 a 79,09/01/2021,Defunció,No iniciada,11
Home,70 a 79,09/01/2021,Crítics,No iniciada,9
Home,70 a 79,09/01/2021,Cas,No iniciada,75
Home,70 a 79,09/01/2021,Hospitalització,No iniciada,67
Dona,80 o més,09/01/2021,Hospitalització,No iniciada,55
Dona,80 o més,09/01/2021,Cas,No iniciada,118
Dona,80 o més,09/01/2021,Crítics,No iniciada,1
Dona,80 o més,09/01/2021,Defunció,No iniciada,17
Home,80 o més,09/01/2021,Cas,No iniciada,62
Home,80 o més,09/01/2021,Defunció,No iniciada,28
Home,80 o més,09/01/2021,Hospitalització,No iniciada,50
Home,80 o més,09/01/2021,Crítics,No iniciada,1
No classificat,No classificat,09/01/2021,Cas,No iniciada,45
No classificat,No classificat,09/01/2021,Hospitalització,No iniciada,1
Dona,0 a 9,08/01/2021,Cas,No iniciada,143
Home,0 a 9,08/01/2021,Cas,No iniciada,143
Dona,10 a 19,08/01/2021,Cas,No iniciada,285
Home,10 a 19,08/01/2021,Cas,No iniciada,255
Dona,20 a 29,08/01/2021,Cas,No iniciada,344
Dona,20 a 29,08/01/2021,Hospitalització,No iniciada,1
Home,20 a 29,08/01/2021,Cas,No iniciada,298
Home,20 a 29,08/01/2021,Hospitalització,No iniciada,3
Dona,30 a 39,08/01/2021,Hospitalització,No iniciada,1
Dona,30 a 39,08/01/2021,Cas,No iniciada,358
Home,30 a 39,08/01/2021,Hospitalització,No iniciada,2
Home,30 a 39,08/01/2021,Cas,No iniciada,300
Dona,40 a 49,08/01/2021,Hospitalització,No iniciada,6
Dona,40 a 49,08/01/2021,Defunció,No iniciada,1
Dona,40 a 49,08/01/2021,Cas,No iniciada,415
Dona,40 a 49,08/01/2021,Crítics,No iniciada,2
Home,40 a 49,08/01/2021,Hospitalització,No iniciada,4
Home,40 a 49,08/01/2021,Crítics,No iniciada,1
Home,40 a 49,08/01/2021,Cas,No iniciada,361
Dona,50 a 59,08/01/2021,Cas,No iniciada,385
Dona,50 a 59,08/01/2021,Hospitalització,No iniciada,1
Home,50 a 59,08/01/2021,Hospitalització,No iniciada,17
Home,50 a 59,08/01/2021,Cas,No iniciada,327
Home,50 a 59,08/01/2021,Defunció,No iniciada,1
Dona,60 a 69,08/01/2021,Crítics,No iniciada,1
Dona,60 a 69,08/01/2021,Hospitalització,No iniciada,8
Dona,60 a 69,08/01/2021,Cas,No iniciada,227
Dona,60 a 69,08/01/2021,Defunció,No iniciada,1
Home,60 a 69,08/01/2021,Crítics,No iniciada,2
Home,60 a 69,08/01/2021,Cas,No iniciada,220
Home,60 a 69,08/01/2021,Hospitalització,No iniciada,21
Home,60 a 69,08/01/2021,Defunció,No iniciada,6
Dona,70 a 79,08/01/2021,Hospitalització,No iniciada,13
Dona,70 a 79,08/01/2021,Defunció,No iniciada,1
Dona,70 a 79,08/01/2021,Cas,No iniciada,167
Dona,70 a 79,08/01/2021,Crítics,No iniciada,2
Home,70 a 79,08/01/2021,Hospitalització,No iniciada,16
Home,70 a 79,08/01/2021,Cas,No iniciada,148
Home,70 a 79,08/01/2021,Defunció,No iniciada,10
Home,70 a 79,08/01/2021,Crítics,No iniciada,4
Dona,80 o més,08/01/2021,Cas,No iniciada,246
Dona,80 o més,08/01/2021,Crítics,No iniciada,1
Dona,80 o més,08/01/2021,Defunció,No iniciada,19
Dona,80 o més,08/01/2021,Hospitalització,No iniciada,22
Home,80 o més,08/01/2021,Defunció,No iniciada,18
Home,80 o més,08/01/2021,Hospitalització,No iniciada,16
Home,80 o més,08/01/2021,Cas,No iniciada,110
No classificat,No classificat,08/01/2021,Cas,No iniciada,108
No classificat,No classificat,08/01/2021,Hospitalització,No iniciada,1
Dona,0 a 9,07/01/2021,Hospitalització,No iniciada,1
Dona,0 a 9,07/01/2021,Cas,No iniciada,118
Home,0 a 9,07/01/2021,Cas,No iniciada,130
Dona,10 a 19,07/01/2021,Cas,No iniciada,233
Home,10 a 19,07/01/2021,Cas,No iniciada,234
Dona,20 a 29,07/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,07/01/2021,Cas,No iniciada,356
Home,20 a 29,07/01/2021,Hospitalització,No iniciada,2
Home,20 a 29,07/01/2021,Cas,No iniciada,341
Dona,30 a 39,07/01/2021,Crítics,No iniciada,2
Dona,30 a 39,07/01/2021,Hospitalització,No iniciada,5
Dona,30 a 39,07/01/2021,Cas,No iniciada,372
Home,30 a 39,07/01/2021,Cas,No iniciada,340
Home,30 a 39,07/01/2021,Hospitalització,No iniciada,3
Dona,40 a 49,07/01/2021,Hospitalització,No iniciada,9
Dona,40 a 49,07/01/2021,Crítics,No iniciada,2
Dona,40 a 49,07/01/2021,Cas,No iniciada,448
Home,40 a 49,07/01/2021,Hospitalització,No iniciada,9
Home,40 a 49,07/01/2021,Crítics,No iniciada,1
Home,40 a 49,07/01/2021,Cas,No iniciada,391
Dona,50 a 59,07/01/2021,Hospitalització,No iniciada,10
Dona,50 a 59,07/01/2021,Cas,No iniciada,394
Dona,50 a 59,07/01/2021,Crítics,No iniciada,1
Home,50 a 59,07/01/2021,Defunció,No iniciada,2
Home,50 a 59,07/01/2021,Crítics,No iniciada,5
Home,50 a 59,07/01/2021,Hospitalització,No iniciada,19
Home,50 a 59,07/01/2021,Cas,No iniciada,347
Dona,60 a 69,07/01/2021,Cas,No iniciada,241
Dona,60 a 69,07/01/2021,Hospitalització,No iniciada,19
Dona,60 a 69,07/01/2021,Crítics,No iniciada,3
Dona,60 a 69,07/01/2021,Defunció,No iniciada,1
Home,60 a 69,07/01/2021,Crítics,No iniciada,10
Home,60 a 69,07/01/2021,Cas,No iniciada,214
Home,60 a 69,07/01/2021,Hospitalització,No iniciada,33
Home,60 a 69,07/01/2021,Defunció,No iniciada,8
Dona,70 a 79,07/01/2021,Crítics,No iniciada,6
Dona,70 a 79,07/01/2021,Cas,No iniciada,178
Dona,70 a 79,07/01/2021,Hospitalització,No iniciada,30
Dona,70 a 79,07/01/2021,Defunció,No iniciada,3
Home,70 a 79,07/01/2021,Defunció,No iniciada,6
Home,70 a 79,07/01/2021,Hospitalització,No iniciada,43
Home,70 a 79,07/01/2021,Crítics,No iniciada,10
Home,70 a 79,07/01/2021,Cas,No iniciada,162
Dona,80 o més,07/01/2021,Defunció,No iniciada,22
Dona,80 o més,07/01/2021,Cas,No iniciada,221
Dona,80 o més,07/01/2021,Hospitalització,No iniciada,50
Dona,80 o més,07/01/2021,Crítics,No iniciada,1
Home,80 o més,07/01/2021,Defunció,No iniciada,18
Home,80 o més,07/01/2021,Crítics,No iniciada,1
Home,80 o més,07/01/2021,Cas,No iniciada,118
Home,80 o més,07/01/2021,Hospitalització,No iniciada,46
No classificat,No classificat,07/01/2021,Hospitalització,No iniciada,1
No classificat,No classificat,07/01/2021,Crítics,No iniciada,1
No classificat,No classificat,07/01/2021,Cas,No iniciada,75
Dona,0 a 9,06/01/2021,Cas,No iniciada,23
Home,0 a 9,06/01/2021,Cas,No iniciada,36
Dona,10 a 19,06/01/2021,Cas,No iniciada,74
Dona,10 a 19,06/01/2021,Hospitalització,No iniciada,1
Home,10 a 19,06/01/2021,Cas,No iniciada,67
Home,10 a 19,06/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,06/01/2021,Hospitalització,No iniciada,2
Dona,20 a 29,06/01/2021,Cas,No iniciada,136
Home,20 a 29,06/01/2021,Cas,No iniciada,107
Home,20 a 29,06/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,06/01/2021,Crítics,No iniciada,1
Dona,30 a 39,06/01/2021,Cas,No iniciada,111
Dona,30 a 39,06/01/2021,Hospitalització,No iniciada,3
Home,30 a 39,06/01/2021,Hospitalització,No iniciada,1
Home,30 a 39,06/01/2021,Cas,No iniciada,101
Dona,40 a 49,06/01/2021,Hospitalització,No iniciada,6
Dona,40 a 49,06/01/2021,Cas,No iniciada,131
Home,40 a 49,06/01/2021,Cas,No iniciada,122
Home,40 a 49,06/01/2021,Crítics,No iniciada,3
Home,40 a 49,06/01/2021,Hospitalització,No iniciada,11
Dona,50 a 59,06/01/2021,Cas,No iniciada,107
Dona,50 a 59,06/01/2021,Hospitalització,No iniciada,7
Dona,50 a 59,06/01/2021,Crítics,No iniciada,5
Home,50 a 59,06/01/2021,Cas,No iniciada,123
Home,50 a 59,06/01/2021,Crítics,No iniciada,6
Home,50 a 59,06/01/2021,Hospitalització,No iniciada,21
Home,50 a 59,06/01/2021,Defunció,No iniciada,2
Dona,60 a 69,06/01/2021,Crítics,No iniciada,3
Dona,60 a 69,06/01/2021,Hospitalització,No iniciada,13
Dona,60 a 69,06/01/2021,Cas,No iniciada,75
Dona,60 a 69,06/01/2021,Defunció,No iniciada,1
Home,60 a 69,06/01/2021,Hospitalització,No iniciada,14
Home,60 a 69,06/01/2021,Cas,No iniciada,73
Home,60 a 69,06/01/2021,Crítics,No iniciada,8
Home,60 a 69,06/01/2021,Defunció,No iniciada,2
Dona,70 a 79,06/01/2021,Cas,No iniciada,56
Dona,70 a 79,06/01/2021,Hospitalització,No iniciada,13
Dona,70 a 79,06/01/2021,Defunció,No iniciada,1
Home,70 a 79,06/01/2021,Crítics,No iniciada,7
Home,70 a 79,06/01/2021,Defunció,No iniciada,4
Home,70 a 79,06/01/2021,Hospitalització,No iniciada,22
Home,70 a 79,06/01/2021,Cas,No iniciada,51
Dona,80 o més,06/01/2021,Hospitalització,No iniciada,31
Dona,80 o més,06/01/2021,Crítics,No iniciada,1
Dona,80 o més,06/01/2021,Defunció,No iniciada,16
Dona,80 o més,06/01/2021,Cas,No iniciada,71
Home,80 o més,06/01/2021,Hospitalització,No iniciada,25
Home,80 o més,06/01/2021,Defunció,No iniciada,11
Home,80 o més,06/01/2021,Cas,No iniciada,35
No classificat,No classificat,06/01/2021,Cas,No iniciada,32
No classificat,No classificat,06/01/2021,Hospitalització,No iniciada,2
Dona,0 a 9,05/01/2021,Cas,No iniciada,148
Dona,0 a 9,05/01/2021,Hospitalització,No iniciada,1
Home,0 a 9,05/01/2021,Hospitalització,No iniciada,2
Home,0 a 9,05/01/2021,Cas,No iniciada,138
Dona,10 a 19,05/01/2021,Cas,No iniciada,262
Home,10 a 19,05/01/2021,Cas,No iniciada,252
Home,10 a 19,05/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,05/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,05/01/2021,Cas,No iniciada,352
Home,20 a 29,05/01/2021,Cas,No iniciada,324
Dona,30 a 39,05/01/2021,Cas,No iniciada,391
Dona,30 a 39,05/01/2021,Hospitalització,No iniciada,8
Home,30 a 39,05/01/2021,Cas,No iniciada,302
Home,30 a 39,05/01/2021,Hospitalització,No iniciada,1
Dona,40 a 49,05/01/2021,Cas,No iniciada,430
Dona,40 a 49,05/01/2021,Hospitalització,No iniciada,14
Home,40 a 49,05/01/2021,Cas,No iniciada,356
Home,40 a 49,05/01/2021,Crítics,No iniciada,2
Home,40 a 49,05/01/2021,Hospitalització,No iniciada,14
Dona,50 a 59,05/01/2021,Cas,No iniciada,385
Dona,50 a 59,05/01/2021,Crítics,No iniciada,2
Dona,50 a 59,05/01/2021,Hospitalització,No iniciada,12
Home,50 a 59,05/01/2021,Cas,No iniciada,331
Home,50 a 59,05/01/2021,Hospitalització,No iniciada,19
Home,50 a 59,05/01/2021,Crítics,No iniciada,5
Dona,60 a 69,05/01/2021,Crítics,No iniciada,4
Dona,60 a 69,05/01/2021,Cas,No iniciada,220
Dona,60 a 69,05/01/2021,Hospitalització,No iniciada,20
Dona,60 a 69,05/01/2021,Defunció,No iniciada,2
Home,60 a 69,05/01/2021,Crítics,No iniciada,6
Home,60 a 69,05/01/2021,Cas,No iniciada,223
Home,60 a 69,05/01/2021,Defunció,No iniciada,1
Home,60 a 69,05/01/2021,Hospitalització,No iniciada,26
Dona,70 a 79,05/01/2021,Defunció,No iniciada,4
Dona,70 a 79,05/01/2021,Hospitalització,No iniciada,21
Dona,70 a 79,05/01/2021,Cas,No iniciada,171
Home,70 a 79,05/01/2021,Crítics,No iniciada,6
Home,70 a 79,05/01/2021,Cas,No iniciada,146
Home,70 a 79,05/01/2021,Hospitalització,No iniciada,29
Home,70 a 79,05/01/2021,Defunció,No iniciada,10
Dona,80 o més,05/01/2021,Defunció,No iniciada,18
Dona,80 o més,05/01/2021,Cas,No iniciada,171
Dona,80 o més,05/01/2021,Hospitalització,No iniciada,28
Home,80 o més,05/01/2021,Crítics,No iniciada,2
Home,80 o més,05/01/2021,Cas,No iniciada,122
Home,80 o més,05/01/2021,Hospitalització,No iniciada,35
Home,80 o més,05/01/2021,Defunció,No iniciada,23
No classificat,No classificat,05/01/2021,Cas,No iniciada,93
Dona,0 a 9,04/01/2021,Cas,No iniciada,105
Home,0 a 9,04/01/2021,Cas,No iniciada,110
Dona,10 a 19,04/01/2021,Cas,No iniciada,219
Home,10 a 19,04/01/2021,Cas,No iniciada,215
Dona,20 a 29,04/01/2021,Hospitalització,No iniciada,2
Dona,20 a 29,04/01/2021,Cas,No iniciada,407
Home,20 a 29,04/01/2021,Cas,No iniciada,339
Dona,30 a 39,04/01/2021,Hospitalització,No iniciada,4
Dona,30 a 39,04/01/2021,Cas,No iniciada,378
Home,30 a 39,04/01/2021,Crítics,No iniciada,1
Home,30 a 39,04/01/2021,Hospitalització,No iniciada,5
Home,30 a 39,04/01/2021,Cas,No iniciada,319
Dona,40 a 49,04/01/2021,Crítics,No iniciada,1
Dona,40 a 49,04/01/2021,Cas,No iniciada,454
Dona,40 a 49,04/01/2021,Hospitalització,No iniciada,6
Home,40 a 49,04/01/2021,Cas,No iniciada,442
Home,40 a 49,04/01/2021,Hospitalització,No iniciada,5
Home,40 a 49,04/01/2021,Crítics,No iniciada,2
Dona,50 a 59,04/01/2021,Hospitalització,No iniciada,10
Dona,50 a 59,04/01/2021,Defunció,No iniciada,1
Dona,50 a 59,04/01/2021,Cas,No iniciada,412
Home,50 a 59,04/01/2021,Crítics,No iniciada,5
Home,50 a 59,04/01/2021,Defunció,No iniciada,3
Home,50 a 59,04/01/2021,Cas,No iniciada,345
Home,50 a 59,04/01/2021,Hospitalització,No iniciada,16
Dona,60 a 69,04/01/2021,Cas,No iniciada,256
Dona,60 a 69,04/01/2021,Crítics,No iniciada,5
Dona,60 a 69,04/01/2021,Hospitalització,No iniciada,12
Home,60 a 69,04/01/2021,Cas,No iniciada,233
Home,60 a 69,04/01/2021,Defunció,No iniciada,3
Home,60 a 69,04/01/2021,Hospitalització,No iniciada,25
Home,60 a 69,04/01/2021,Crítics,No iniciada,15
Dona,70 a 79,04/01/2021,Defunció,No iniciada,1
Dona,70 a 79,04/01/2021,Hospitalització,No iniciada,13
Dona,70 a 79,04/01/2021,Cas,No iniciada,165
Dona,70 a 79,04/01/2021,Crítics,No iniciada,2
Home,70 a 79,04/01/2021,Defunció,No iniciada,3
Home,70 a 79,04/01/2021,Crítics,No iniciada,9
Home,70 a 79,04/01/2021,Hospitalització,No iniciada,33
Home,70 a 79,04/01/2021,Cas,No iniciada,140
Dona,80 o més,04/01/2021,Cas,No iniciada,194
Dona,80 o més,04/01/2021,Crítics,No iniciada,2
Dona,80 o més,04/01/2021,Hospitalització,No iniciada,30
Dona,80 o més,04/01/2021,Defunció,No iniciada,17
Home,80 o més,04/01/2021,Defunció,No iniciada,17
Home,80 o més,04/01/2021,Crítics,No iniciada,2
Home,80 o més,04/01/2021,Hospitalització,No iniciada,19
Home,80 o més,04/01/2021,Cas,No iniciada,90
No classificat,No classificat,04/01/2021,Cas,No iniciada,104
Dona,0 a 9,03/01/2021,Cas,No iniciada,20
Home,0 a 9,03/01/2021,Cas,No iniciada,28
Dona,10 a 19,03/01/2021,Cas,No iniciada,64
Home,10 a 19,03/01/2021,Cas,No iniciada,60
Dona,20 a 29,03/01/2021,Crítics,No iniciada,2
Dona,20 a 29,03/01/2021,Cas,No iniciada,122
Home,20 a 29,03/01/2021,Hospitalització,No iniciada,2
Home,20 a 29,03/01/2021,Cas,No iniciada,110
Dona,30 a 39,03/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,03/01/2021,Cas,No iniciada,130
Home,30 a 39,03/01/2021,Hospitalització,No iniciada,3
Home,30 a 39,03/01/2021,Cas,No iniciada,89
Dona,40 a 49,03/01/2021,Crítics,No iniciada,2
Dona,40 a 49,03/01/2021,Hospitalització,No iniciada,6
Dona,40 a 49,03/01/2021,Cas,No iniciada,137
